time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-22T19:39:40.630Z,36.0285,-117.881,4.31,0.99,ml,15,143,0.02207,0.11,ci,ci39490544,2020-06-22T20:24:53.065Z,"6km ESE of Coso Junction, CA",earthquake,0.31,0.45,0.209,16,reviewed,ci,ci
2020-06-22T19:38:09.680Z,38.16,-117.958,10,1.6,ml,19,91.85,0.027,0.08,nn,nn00751908,2020-06-22T19:47:25.733Z,"28 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-22T19:34:18.300Z,38.1452,-117.9567,9.8,1.6,ml,11,83.99,0.014,0.09,nn,nn00751905,2020-06-22T19:39:24.456Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-22T19:31:38.160Z,44.3483333,-115.1866667,3.01,1.71,ml,10,72,0.296,0.29,mb,mb80441364,2020-06-22T23:13:00.140Z,"24 km NW of Stanley, Idaho",earthquake,0.69,3.03,0.127,8,reviewed,mb,mb
2020-06-22T19:30:37.937Z,38.1549,-117.9513,9.1,3.3,ml,32,47.76,0.017,0.1072,nn,nn00751902,2020-06-23T02:22:10.234Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.37,15,reviewed,nn,nn
2020-06-22T19:28:37.965Z,62.1014,-150.8036,90.6,1.2,ml,,,,0.79,ak,ak020802zped,2020-06-22T19:35:55.271Z,"33 km ENE of Skwentna, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-22T19:25:15.980Z,35.8585,-117.6835,5.53,0.55,ml,9,111,0.08187,0.07,ci,ci39490512,2020-06-22T19:29:05.346Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.98,0.135,5,automatic,ci,ci
2020-06-22T19:19:37.980Z,38.1673,-117.994,0.1,0.5,ml,8,162.31,0.033,0.27,nn,nn00751901,2020-06-22T19:31:21.325Z,"26 km SSE of Mina, Nevada",earthquake,,10.7,,,automatic,nn,nn
2020-06-22T19:17:46.634Z,61.6772,-151.383,19.4,0.8,ml,,,,0.45,ak,ak020802xd6v,2020-06-22T19:24:01.302Z,"34 km S of Skwentna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-22T19:15:59.830Z,38.1367,-118.0282,0.9,1,ml,11,175,0.069,0.08,nn,nn00751898,2020-06-22T19:21:41.948Z,"29 km SSE of Mina, Nevada",earthquake,,10,,,automatic,nn,nn
2020-06-22T19:01:50.670Z,53.8686667,-166.7658333,7.78,0.88,ml,7,99,0.0496,0.1,av,av62185676,2020-06-22T23:45:29.610Z,"14 km W of Dutch Harbor, Alaska",earthquake,0.35,0.44,0.227,6,reviewed,av,av
2020-06-22T19:01:33.560Z,32.749,-116.9085,5.61,1.49,ml,17,104,0.03154,0.22,ci,ci39490472,2020-06-22T19:05:32.018Z,"2km E of Rancho San Diego, CA",quarry blast,0.82,1.25,0.247,20,automatic,ci,ci
2020-06-22T18:56:31.215Z,66.2632,-157.3809,1.9,1.2,ml,,,,0.71,ak,ak020802k998,2020-06-22T18:59:32.602Z,"70 km S of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-22T18:54:39.160Z,38.1345,-118.027,2.4,0.6,ml,10,162.83,0.039,0.06,nn,nn00751897,2020-06-22T19:10:21.973Z,"29 km SSE of Mina, Nevada",earthquake,,7.4,,,automatic,nn,nn
2020-06-22T18:53:45.460Z,19.1988334655762,-155.458999633789,-0.119999997317791,2.28,ml,44,110,,0.209999993,hv,hv72011591,2020-06-22T18:59:20.450Z,"2 km ESE of P?hala, Hawaii",earthquake,0.38,0.170000002,3.12,24,automatic,hv,hv
2020-06-22T18:52:03.610Z,35.9558333,-118.5941667,5.5,1.45,ml,26,69,0.2197,0.18,ci,ci39490440,2020-06-23T02:25:46.255Z,"27km NW of Kernville, CA",earthquake,0.26,1.78,0.304,12,reviewed,ci,ci
2020-06-22T18:46:05.390Z,38.0952,-118.0488,0.1,0.8,ml,12,163.01,0.048,0.27,nn,nn00751893,2020-06-22T18:56:42.734Z,"33 km S of Mina, Nevada",earthquake,,23.4,,,automatic,nn,nn
2020-06-22T18:43:16.228Z,62.0533,-148.2827,20,2.5,ml,,,,0.81,ak,ak020802hfv6,2020-06-22T19:09:45.040Z,"30 km NNE of Chickaloon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-22T18:42:59.990Z,35.9286667,-117.7533333,8.15,0.72,ml,17,57,0.05617,0.1,ci,ci39490432,2020-06-22T23:39:29.300Z,"14km E of Little Lake, CA",earthquake,0.16,0.42,0.207,10,reviewed,ci,ci
2020-06-22T18:42:21.520Z,35.9285,-117.7543333,8.07,0.76,ml,13,82,0.05548,0.09,ci,ci39490424,2020-06-22T20:25:58.073Z,"14km E of Little Lake, CA",earthquake,0.22,0.73,0.269,6,reviewed,ci,ci
2020-06-22T18:41:02.880Z,34.7931667,-118.9391667,12.67,1.39,ml,25,41,0.03065,0.32,ci,ci39490408,2020-06-22T18:44:50.983Z,"3km S of Frazier Park, CA",earthquake,0.63,1,0.301,28,automatic,ci,ci
2020-06-22T18:35:14.600Z,38.1848,-118.6515,3.9,1.8,ml,9,209.26,0.473,0.26,nn,nn00751892,2020-06-22T18:44:22.997Z,"37 km S of Hawthorne, Nevada",earthquake,,23.5,,,automatic,nn,nn
2020-06-22T18:33:06.770Z,37.9823333,-122.4566667,-0.03,1.26,md,21,127,0.02423,0.08,nc,nc73414026,2020-06-23T04:24:23.764Z,"6km ESE of Santa Venetia, CA",quarry blast,0.24,31.61,0.219,15,reviewed,nc,nc
2020-06-22T18:30:36.740Z,36.4469986,-121.4628296,8.94,1.86,md,20,98,0.06871,0.09,nc,nc73414021,2020-06-22T20:29:03.853Z,"7km SSW of Gonzales, CA",earthquake,0.45,0.98,0.27,16,automatic,nc,nc
2020-06-22T18:29:48.830Z,38.142,-118.0217,2.1,1.2,ml,14,145.5,0.038,0.05,nn,nn00751890,2020-06-22T18:37:09.743Z,"28 km SSE of Mina, Nevada",earthquake,,9.2,,,automatic,nn,nn
2020-06-22T18:28:34.920Z,38.0583,-118.2417,15.2,1,ml,9,201.67,0.188,0.11,nn,nn00751889,2020-06-22T18:37:00.777Z,"33 km NE of Benton, California",earthquake,,11.4,,,automatic,nn,nn
2020-06-22T18:25:08.480Z,36.35716667,-97.363,5,1.28,ml,66,34,0.142172101,0.26,ok,ok2020mfmm,2020-06-22T18:34:27.210Z,"10 km NW of Perry, Oklahoma",earthquake,,0.6,0.19,27,reviewed,ok,ok
2020-06-22T18:20:15.410Z,38.8154984,-122.8276672,1.72,0.56,md,8,122,0.006725,0.02,nc,nc73414016,2020-06-22T18:38:04.954Z,"8km NW of The Geysers, CA",earthquake,0.45,1.06,,1,automatic,nc,nc
2020-06-22T18:12:38.817Z,62.5144,-151.1586,72.7,2.8,ml,,,,0.53,ak,ak020802aucq,2020-06-22T19:00:45.040Z,"20 km W of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-22T18:11:07.789Z,-33.2023,-178.477,10,5.1,mb,,111,3.972,1.02,us,us6000agnu,2020-06-22T18:43:35.040Z,"south of the Kermadec Islands",earthquake,10.9,1.8,0.093,37,reviewed,us,us
2020-06-22T18:08:08.490Z,19.2016658782959,-155.39599609375,31.9599990844727,2,md,50,159,,0.109999999,hv,hv72011571,2020-06-22T18:11:22.990Z,"8 km E of P?hala, Hawaii",earthquake,0.57,0.709999979,0.589999974,29,automatic,hv,hv
2020-06-22T18:08:01.230Z,38.8050003,-122.7931671,0.97,1.05,md,24,44,0.003401,0.04,nc,nc73414011,2020-06-22T18:27:03.887Z,"4km NW of The Geysers, CA",earthquake,0.18,0.32,0.08,6,automatic,nc,nc
2020-06-22T18:07:56.338Z,65.2445,-148.7099,7.9,1,ml,,,,0.45,ak,ak0208029t69,2020-06-22T18:11:15.686Z,"31 km ENE of Minto, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-22T18:03:44.712Z,59.9499,-148.4099,18.6,1.9,ml,,,,1.04,ak,ak0208028xet,2020-06-22T18:14:27.210Z,"25 km WSW of Chenega, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-22T18:03:12.600Z,38.8051682,-122.7821655,2.37,0.79,md,12,84,0.008161,0.01,nc,nc73414006,2020-06-22T18:17:03.821Z,"4km NW of The Geysers, CA",earthquake,0.38,0.81,0.24,2,automatic,nc,nc
2020-06-22T17:51:45.700Z,38.1953,-117.733,11.2,1.1,ml,11,172,0.037,0.16,nn,nn00751880,2020-06-22T17:56:03.970Z,"39 km ESE of Mina, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-06-22T17:47:35.263Z,38.1776,-117.7909,11.6,2.4,ml,27,48.54,0.061,0.114,nn,nn00751875,2020-06-23T02:20:26.288Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.37,14,reviewed,nn,nn
2020-06-22T17:46:41.940Z,35.895,-117.713,10.23,-0.02,ml,7,96,0.07328,0.1,ci,ci39490344,2020-06-22T23:55:40.367Z,"18km ESE of Little Lake, CA",earthquake,0.33,0.94,0.026,2,reviewed,ci,ci
2020-06-22T17:40:55.090Z,39.342,-121.3253333,12.58,2.08,md,10,163,0.1242,0.03,nc,nc73413996,2020-06-22T21:41:03.159Z,"9km ENE of Loma Rica, CA",earthquake,0.35,1.06,0.165,15,reviewed,nc,nc
2020-06-22T17:39:13.720Z,44.5916667,-110.92,9.58,0.93,md,9,112,0.05793,0.1,uu,uu60398062,2020-06-22T21:20:05.290Z,"16 km ESE of West Yellowstone, Montana",earthquake,0.55,0.86,0.415,7,reviewed,uu,uu
2020-06-22T17:38:50.970Z,17.927,-66.8148,11,2.81,md,16,212,0.0804,0.22,pr,pr2020174013,2020-06-22T17:58:18.752Z,"7 km S of Indios, Puerto Rico",earthquake,0.78,0.64,0.02,3,reviewed,pr,pr
2020-06-22T17:38:05.900Z,36.3555,-97.36583333,7.58,1.59,ml,76,34,0,0.37,ok,ok2020mfky,2020-06-22T17:49:00.995Z,"10 km NW of Perry, Oklahoma",earthquake,,1,0.23,35,reviewed,ok,ok
2020-06-22T17:32:08.250Z,35.8996667,-117.4225,1.71,1.26,ml,18,114,0.1133,0.18,ci,ci39490312,2020-06-22T17:36:01.224Z,"15km N of Searles Valley, CA",earthquake,0.37,0.49,0.175,15,automatic,ci,ci
2020-06-22T17:25:30.760Z,38.1895,-117.7452,11.9,1.8,ml,20,94.26,0.024,0.09,nn,nn00751870,2020-06-22T17:36:47.265Z,"38 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-22T17:21:23.860Z,38.1772,-117.8862,7.6,0.7,ml,10,114.24,0.016,0.03,nn,nn00751868,2020-06-22T17:25:09.713Z,"30 km SE of Mina, Nevada",earthquake,,7.1,,,automatic,nn,nn
2020-06-22T17:09:31.450Z,33.1763333,-116.0003333,3.54,0.97,ml,18,119,0.142,0.28,ci,ci39490296,2020-06-22T17:13:10.225Z,"13km ENE of Ocotillo Wells, CA",earthquake,0.78,2.63,0.224,17,automatic,ci,ci
2020-06-22T17:09:23.860Z,40.7371667,-112.0443333,10.08,0.24,md,7,139,0.03047,0.1,uu,uu60398057,2020-06-22T21:22:42.580Z,"5 km ENE of Magna, Utah",earthquake,0.46,0.81,0.052,3,reviewed,uu,uu
2020-06-22T17:07:55.350Z,38.231,-117.8645,0.7,1.4,ml,10,82.85,0.036,0.24,nn,nn00751865,2020-06-22T17:13:22.825Z,"27 km SE of Mina, Nevada",earthquake,,18.2,,,automatic,nn,nn
2020-06-22T17:06:45.870Z,38.815834,-122.8264999,2.11,0.61,md,12,66,0.007264,0.02,nc,nc73413986,2020-06-22T17:34:03.552Z,"7km NW of The Geysers, CA",earthquake,0.32,0.74,0.36,2,automatic,nc,nc
2020-06-22T17:05:29.250Z,44.3621667,-115.2236667,14.15,2.4,ml,12,77,0.293,0.17,mb,mb80441334,2020-06-22T22:08:01.540Z,"27 km NW of Stanley, Idaho",earthquake,0.4,1.06,0.103,12,reviewed,mb,mb
2020-06-22T17:04:59.100Z,38.8263321,-122.8030014,2.49,0.67,md,14,51,0.006255,0.01,nc,nc73413981,2020-06-22T17:29:02.514Z,"7km NW of The Geysers, CA",earthquake,0.31,0.65,0.1,2,automatic,nc,nc
2020-06-22T17:03:29.980Z,38.7928352,-122.706337,0.32,0.66,md,8,127,0.02523,0.04,nc,nc73413976,2020-06-22T17:24:02.483Z,"2km NNW of Anderson Springs, CA",earthquake,0.44,1.7,0.26,3,automatic,nc,nc
2020-06-22T16:57:38.960Z,38.1823,-117.9428,7.5,0.6,ml,10,105.24,0.03,0.03,nn,nn00751863,2020-06-22T17:09:29.646Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-22T16:55:46.420Z,35.8935,-117.717,9.54,0.42,ml,10,100,0.07662,0.04,ci,ci39490264,2020-06-22T16:59:19.139Z,"18km ESE of Little Lake, CA",earthquake,0.16,0.47,0.183,4,automatic,ci,ci
2020-06-22T16:46:37.149Z,36.356,-97.36466667,7.72,1.77,ml,85,34,0,0.28,ok,ok2020mfjg,2020-06-22T17:02:36.612Z,"10 km NW of Perry, Oklahoma",earthquake,,0.8,0.24,33,reviewed,ok,ok
2020-06-22T16:40:33.960Z,35.8356667,-117.6978333,8.41,1.11,ml,16,66,0.06083,0.18,ci,ci39490216,2020-06-22T16:44:21.504Z,"22km ESE of Little Lake, CA",earthquake,0.31,0.94,0.183,16,automatic,ci,ci
2020-06-22T16:36:01.180Z,38.8026657,-122.8225021,2.86,0.32,md,12,77,0.008097,0.04,nc,nc73413956,2020-06-22T16:54:02.269Z,"6km WNW of The Geysers, CA",earthquake,0.44,0.95,0.24,2,automatic,nc,nc
2020-06-22T16:29:14.470Z,38.0386667,-118.769,5.05,2.6,md,33,92,0.2974,0.04,nc,nc73413951,2020-06-23T04:41:03.469Z,"29km SE of Bodie, CA",earthquake,0.26,5.64,0.257,40,reviewed,nc,nc
2020-06-22T16:26:55.011Z,68.516,-147.6328,0,1.2,ml,,,,0.78,ak,ak02080170gb,2020-06-22T16:33:58.564Z,"96 km WNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-22T16:19:06.746Z,38.1412,-117.9826,11.1,2.5,ml,27,60.5,0.018,0.1228,nn,nn00751850,2020-06-23T02:20:19.769Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.23,13,reviewed,nn,nn
2020-06-22T16:16:48.710Z,38.8165016,-122.8199997,2.51,0.32,md,11,61,0.01037,0.02,nc,nc73413941,2020-06-22T17:03:04.325Z,"7km NW of The Geysers, CA",earthquake,0.35,0.75,0.24,2,automatic,nc,nc
2020-06-22T16:16:29.940Z,35.6091667,-117.416,7.7,1.44,ml,25,78,0.04392,0.15,ci,ci39490152,2020-06-22T16:27:17.290Z,"18km S of Trona, CA",earthquake,0.33,0.62,0.258,18,automatic,ci,ci
2020-06-22T16:16:22.110Z,38.1397,-117.8877,10.2,1.5,ml,16,60.43,0.029,0.17,nn,nn00751846,2020-06-22T16:19:45.421Z,"33 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-22T16:15:09.987Z,60.289,-149.5571,25.9,1.4,ml,,,,0.66,ak,ak0208014k0w,2020-06-22T16:19:23.444Z,"13 km WSW of Primrose, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-22T16:09:51.120Z,38.1242,-118.0752,6.9,1.9,ml,22,65.2,0.047,0.13,nn,nn00751841,2020-06-22T16:17:27.335Z,"29 km S of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-22T16:06:43.930Z,38.7991676,-122.8198318,2.7,0.91,md,19,86,0.01213,0.02,nc,nc73413931,2020-06-22T18:28:03.255Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.54,0.13,3,automatic,nc,nc
2020-06-22T16:05:47.590Z,38.1775,-117.9737,5.8,1,ml,14,99.59,0.029,0.09,nn,nn00751838,2020-06-22T16:09:02.309Z,"26 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-22T16:02:37.190Z,17.961,-66.8763,12,2.91,md,13,202,0.0144,0.2,pr,pr2020174012,2020-06-22T18:20:09.481Z,"2 km SE of Maria Antonia, Puerto Rico",earthquake,0.8,0.47,0.47,3,reviewed,pr,pr
2020-06-22T16:01:36.560Z,44.785,-110.6891667,2.02,0.65,md,8,257,0.06986,0.1,uu,uu60398042,2020-06-22T21:28:22.800Z,"21 km S of Mammoth, Wyoming",earthquake,1.35,6.2,0.601,5,reviewed,uu,uu
2020-06-22T15:58:39.580Z,38.1767,-117.7822,14,1,ml,10,165.06,0.066,0.07,nn,nn00751837,2020-06-22T16:07:22.168Z,"37 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-22T15:58:09.910Z,33.5028333,-116.5208333,10.96,0.43,ml,17,55,0.05518,0.2,ci,ci39490128,2020-06-22T16:01:54.760Z,"15km ESE of Anza, CA",earthquake,0.41,0.86,0.199,9,automatic,ci,ci
2020-06-22T15:54:01.600Z,53.869,-166.7641667,7.61,0.35,ml,5,116,0.04856,0.09,av,av70903484,2020-06-22T23:43:58.100Z,"14 km W of Dutch Harbor, Alaska",earthquake,0.41,0.96,0.217,5,reviewed,av,av
2020-06-22T15:53:45.490Z,53.8738333,-166.7641667,8.27,0.67,ml,5,123,0.0474,0.09,av,av62185621,2020-06-22T23:41:56.600Z,"14 km W of Dutch Harbor, Alaska",earthquake,0.36,0.99,0.14,5,reviewed,av,av
2020-06-22T15:48:24.670Z,38.8043327,-122.7393341,1.34,1.3,md,24,62,0.01635,0.05,nc,nc73413921,2020-06-22T18:01:03.720Z,"2km SW of Cobb, CA",earthquake,0.22,0.43,0.16,8,automatic,nc,nc
2020-06-22T15:47:47.440Z,38.1817,-117.8948,3.5,1.3,ml,13,99.6,0.011,0.09,nn,nn00751834,2020-06-22T15:51:41.893Z,"29 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-22T15:44:29.208Z,38.1575,-117.9208,10,2.4,ml,29,55.91,0.036,0.1099,nn,nn00751831,2020-06-23T02:20:17.107Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,0.33,14,reviewed,nn,nn
2020-06-22T15:40:47.700Z,38.1433,-118.076,1.6,1.3,ml,14,166.69,0.107,0.29,nn,nn00751829,2020-06-22T15:45:41.746Z,"27 km S of Mina, Nevada",earthquake,,18.8,,,automatic,nn,nn
2020-06-22T15:39:49.910Z,38.1378,-118.0497,1.8,0.7,ml,10,158.22,0.069,0.09,nn,nn00751828,2020-06-22T15:43:01.352Z,"28 km S of Mina, Nevada",earthquake,,11.4,,,automatic,nn,nn
2020-06-22T15:33:39.280Z,4.7253,127.5156,53.61,4.4,mb,,116,3.022,0.94,us,us6000agl5,2020-06-22T16:28:37.040Z,"233 km SE of Pondaguitan, Philippines",earthquake,8.6,6.1,0.112,23,reviewed,us,us
2020-06-22T15:31:45.350Z,34.0435,-116.7243333,11.2,1.14,ml,42,49,0.06362,0.18,ci,ci39490096,2020-06-22T15:35:22.821Z,"13km W of Morongo Valley, CA",earthquake,0.33,0.71,0.126,29,automatic,ci,ci
2020-06-22T15:29:22.910Z,35.6121667,-117.4178333,7.95,0.73,ml,10,171,0.04431,0.19,ci,ci39490088,2020-06-22T15:32:51.557Z,"17km SSW of Trona, CA",earthquake,0.68,0.86,0.131,5,automatic,ci,ci
2020-06-22T15:27:17.360Z,38.1587,-117.918,10.7,1.2,ml,11,116.68,0.034,0.07,nn,nn00751823,2020-06-22T15:39:02.603Z,"30 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-22T15:26:21.970Z,34.2598333,-116.4318333,1.94,1.4,ml,29,60,0.05159,0.29,ci,ci39490072,2020-06-22T15:37:41.190Z,"16km N of Yucca Valley, CA",earthquake,0.39,0.73,0.107,26,automatic,ci,ci
2020-06-22T15:22:09.860Z,18.0148,-66.8526,14,2.26,md,11,130,0.0478,0.19,pr,pr2020174011,2020-06-22T15:39:03.562Z,"2 km E of Palomas, Puerto Rico",earthquake,0.48,0.88,0.19,5,reviewed,pr,pr
2020-06-22T15:18:02.950Z,33.143,-116.4785,7.59,0.73,ml,19,139,0.1175,0.24,ci,ci39490064,2020-06-22T15:21:48.481Z,"14km ENE of Julian, CA",earthquake,0.68,1.62,0.144,8,automatic,ci,ci
2020-06-22T15:16:02.830Z,38.0343333,-118.7941667,4.65,1.52,md,24,101,0.2977,0.06,nc,nc73413901,2020-06-22T21:55:03.240Z,"27km SE of Bodie, CA",earthquake,0.39,8.79,0.249,22,reviewed,nc,nc
2020-06-22T15:07:42.330Z,34.0115,-117.1935,14.96,0.98,ml,35,82,0.06623,0.15,ci,ci39490032,2020-06-23T00:19:40.495Z,"5km SSW of Redlands, CA",earthquake,0.21,0.41,0.132,16,reviewed,ci,ci
2020-06-22T15:07:20.487Z,52.0685,-175.9752,5.4,0.3,ml,,,,0.22,ak,ak020800h9gt,2020-06-22T18:54:39.458Z,"50 km ENE of Adak, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2020-06-22T15:06:25.811Z,38.154,-117.9653,11.9,2.3,ml,30,52.56,0.016,0.169,nn,nn00751819,2020-06-23T02:20:14.456Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.29,15,reviewed,nn,nn
2020-06-22T15:00:50.165Z,63.5177,-147.4142,20.8,1.3,ml,,,,0.78,ak,ak020800fzvc,2020-06-22T15:07:15.996Z,"77 km E of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-22T14:59:44.397Z,13.5916,-90.93,35,4.3,mb,,198,1.188,1.24,us,us6000agjx,2020-06-22T16:13:48.040Z,"38 km SSW of Puerto San José, Guatemala",earthquake,3.7,2,0.071,57,reviewed,us,us
2020-06-22T14:59:03.840Z,38.1807,-117.7648,10.9,1.2,ml,15,97.09,0.151,0.07,nn,nn00751817,2020-06-22T15:07:42.397Z,"38 km SE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-06-22T14:57:46.100Z,35.8206667,-117.6575,5.37,1.52,ml,21,56,0.049,0.13,ci,ci39490024,2020-06-22T20:27:56.081Z,"22km N of Ridgecrest, CA",earthquake,0.2,0.66,0.145,26,reviewed,ci,ci
2020-06-22T14:56:55.140Z,33.5845,-116.7991667,6.9,0.36,ml,15,91,0.03067,0.1,ci,ci39490016,2020-06-22T20:27:59.082Z,"12km WNW of Anza, CA",earthquake,0.32,0.45,0.206,7,reviewed,ci,ci
2020-06-22T14:49:08.430Z,36.4571667,-117.9873333,6.91,1.43,ml,16,85,0.07681,0.18,ci,ci39489992,2020-06-22T20:28:14.083Z,"16km SSE of Lone Pine, CA",earthquake,0.37,1.02,0.244,10,reviewed,ci,ci
2020-06-22T14:39:39.900Z,38.8354988,-122.7826691,1.74,0.93,md,14,64,0.006661,0.03,nc,nc73413891,2020-06-22T16:25:06.052Z,"5km WNW of Cobb, CA",earthquake,0.29,0.55,0.11,3,automatic,nc,nc
2020-06-22T14:36:36.677Z,44.5067,-115.2482,10,2.8,ml,,63,0.416,0.27,us,us6000agjb,2020-06-22T15:43:56.040Z,"40 km NW of Stanley, Idaho",earthquake,3.6,2,0.045,64,reviewed,us,us
2020-06-22T14:33:27.458Z,38.1781,-117.7309,3.3,2.1,ml,27,50.48,0.051,0.1405,nn,nn00751810,2020-06-23T02:20:11.499Z,"40 km SE of Mina, Nevada",earthquake,,1.3,0.41,13,reviewed,nn,nn
2020-06-22T14:30:46.640Z,18.7886,-65.2366,34,3.25,md,10,326,0.8904,0.15,pr,pr2020174010,2020-06-22T15:20:14.516Z,"54 km N of Culebra, Puerto Rico",earthquake,1.24,6.62,0.07,7,reviewed,pr,pr
2020-06-22T14:30:46.138Z,-22.8702,-112.3344,10,4.9,mb,,194,5.016,0.79,us,us6000agjh,2020-06-22T15:14:17.040Z,"Easter Island region",earthquake,13.8,1.9,0.042,177,reviewed,us,us
2020-06-22T14:29:13.368Z,-33.8156,-178.0567,16.94,5.5,mww,,68,4.558,0.75,us,us6000agjg,2020-06-22T22:15:42.883Z,"south of the Kermadec Islands",earthquake,8.7,2.7,0.048,42,reviewed,us,us
2020-06-22T14:22:52.400Z,19.2071666717529,-155.371994018555,31.4400005340576,1.99000001,md,52,161,,0.129999995,hv,hv72011316,2020-06-22T14:26:02.490Z,"11 km E of P?hala, Hawaii",earthquake,0.56,0.680000007,0.920000017,28,automatic,hv,hv
2020-06-22T14:11:28.670Z,38.1195,-118.0893,1.1,1.4,ml,16,117.31,0.041,0.06,nn,nn00751805,2020-06-22T14:31:45.169Z,"30 km S of Mina, Nevada",earthquake,,5.8,,,automatic,nn,nn
2020-06-22T14:08:09.900Z,36.4486667,-117.9801667,5.12,2.33,ml,21,137,0.0811,0.21,ci,ci39489960,2020-06-22T14:12:01.042Z,"17km SSE of Lone Pine, CA",earthquake,0.44,1.41,0.126,25,automatic,ci,ci
2020-06-22T14:03:53.748Z,53.8496,-166.7375,7.1,0.5,ml,,,,0.28,ak,ak0207zzv6ai,2020-06-22T18:47:44.662Z,"13 km WSW of Unalaska, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-06-22T13:54:20.230Z,34.0248333,-116.7406667,13.57,0.45,ml,11,146,0.05668,0.05,ci,ci39489944,2020-06-22T13:57:55.090Z,"13km NNE of Cabazon, CA",earthquake,0.29,0.39,0.141,6,automatic,ci,ci
2020-06-22T13:45:21.710Z,35.8646667,-117.6876667,9.11,0.7,ml,7,79,0.08409,0.12,ci,ci39489928,2020-06-22T13:48:52.891Z,"21km ESE of Little Lake, CA",earthquake,0.36,1.47,0.165,8,automatic,ci,ci
